KEGG	Name	Equation	MetaNetX	Rhea	ModelSEED	BiGG	MetaCyc	SABIO-RK
R04676	17alpha,20alpha-Dihydroxycholesterol:oxygen oxidoreductase (side-chain-cleaving)	17alpha,20alpha-Dihydroxycholesterol + 2 Oxygen + 4 H+ + 4 Reduced adrenal ferredoxin <=> 17alpha-Hydroxypregnenolone + 4-Methylpentanal + 3 H2O + 4 Oxidized adrenal ferredoxin	MNXR195385					
R04678	16alpha-Hydroxyandrost-4-ene-3,17-dione delta5-delat4-isomerase	16alpha-Hydroxyandrost-4-ene-3,17-dione + H+ + NADH <=> 16alpha-Hydroxydehydroepiandrosterone + NAD+	MNXR109040		rxn03198			
R04681	Estriol:NAD+ 17-oxidoreductase	Estriol + NAD+ <=> 16alpha-Hydroxyestrone + NADH + H+	MNXR109041		rxn03200	ESTR2r		
R04682	Estriol:NADP+ 17-oxidoreductase	Estriol + NADP+ <=> 16alpha-Hydroxyestrone + NADPH + H+	MNXR109042		rxn03201			
R04683	UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific)	UDP-glucuronate + Estriol <=> UDP + 16-Glucuronide-estriol	MNXR188972	52472;52473;52474;52475	rxn03202	UGT1A8r		
R04684		Aminoacyl-tRNA + Phosphatidylglycerol <=> Aminoacyl-phosphatidylglycerol + tRNA	MNXR148898					
R04685	Peptidyl-tRNA:aminoacyl-tRNA N-peptidyltransferase	Aminoacyl-tRNA + Peptidyl-tRNA <=> tRNA + Peptidyl-aminoacyl-tRNA	MNXR148900					
R04686		trans-beta-D-Glucosyl-2-hydroxycinnamate <=> cis-beta-D-Glucosyl-2-hydroxycinnamate	MNXR109046		rxn03203;rxn33712;rxn33811		RXN-8035	
R04687	2,5-Diaminohexanoate:NAD+ oxidoreductase (deaminating)	(2R,5S)-2,5-Diaminohexanoate + H2O + NAD+ <=> 2-Amino-5-oxohexanoate + Ammonia + NADH + H+	MNXR109047		rxn03204			
R04688	2,5-Diaminohexanoate:NADP+ oxidoreductase (deaminating)	(2R,5S)-2,5-Diaminohexanoate + H2O + NADP+ <=> 2-Amino-5-oxohexanoate + Ammonia + NADPH + H+	MNXR109048		rxn03205			
R04690	(S)-cheilanthifoline,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (methylenedioxy-bridge-forming)	(S)-Cheilanthifoline + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Stylopine + [Oxidized NADPH---hemoprotein reductase] + 2 H2O	MNXR148902					
R04691		Stylopine + S-Adenosyl-L-methionine <=> (S)-cis-N-Methylstylopine + S-Adenosyl-L-homocysteine	MNXR109050		rxn03207		RXN-8179	
R04692	S-adenosyl-L-methionine:(S)-coclaurine-N-methyltransferase	S-Adenosyl-L-methionine + (S)-Coclaurine <=> S-Adenosyl-L-homocysteine + (S)-N-Methylcoclaurine + H+	MNXR109051	17409;17410;17411;17412	rxn03208;rxn17413		2.1.1.140-RXN	
R04693	Monophenol,L-dopa:oxygen oxidoreductase	(S)-N-Methylcoclaurine + Oxygen + Reduced acceptor <=> 3'-Hydroxy-N-methyl-(S)-coclaurine + H2O + Acceptor	MNXR109052					
R04694	(S)-N-methylcoclaurine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (C-O phenol-coupling)	(S)-N-Methylcoclaurine + (R)-N-Methylcoclaurine + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Berbamunine + [Oxidized NADPH---hemoprotein reductase] + 2 H2O	MNXR148905					
R04695	(R)-reticuline:NADP+ oxidoreductase	(R)-Reticuline + NADP+ <=> 1,2-Dehydroreticuline + NADPH	MNXR109054	17569;17570;17571;17572	rxn03211		1.5.1.27-RXN	
R04696	(R)-reticuline,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (C-C phenol-coupling)	(R)-Reticuline + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Salutaridine + [Oxidized NADPH---hemoprotein reductase] + 2 H2O	MNXR148908					
R04697	salutaridinol:NADP+ 7-oxidoreductase	Salutaridinol + NADP+ <=> Salutaridine + NADPH + H+	MNXR109056	10108;10109;10110;10111	rxn03213		1.1.1.248-RXN	
R04698	carbon monoxide, water:cytochrome b-561 oxidoreductase	2 Ferricytochrome b-561 + CO + H2O <=> 2 Ferrocytochrome b-561 + CO2 + 2 H+						
R04699	protopine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (6-hydroxylating)	Protopine + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 6-Hydroxyprotopine + [Oxidized NADPH---hemoprotein reductase] + H2O	MNXR148913					
R04700	(S)-cis-N-Methylstylopine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (14-hydroxylating)	Protopine + [Oxidized NADPH---hemoprotein reductase] + H2O <=> (S)-cis-N-Methylstylopine + [Reduced NADPH---hemoprotein reductase] + Oxygen	MNXR148916					
R04701		6-Hydroxyprotopine <=> Dihydrosanguinarine + 2 H2O	MNXR148919		rxn03216		RXN-8181	
R04702	dihydrosanguinarine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (10-hydroxylating)	Dihydrosanguinarine + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 10-Hydroxydihydrosanguinarine + [Oxidized NADPH---hemoprotein reductase] + H2O	MNXR148921					
R04703	Dihydrosanguinarine:oxygen oxidoreductase	Dihydrosanguinarine + Oxygen + H+ <=> Sanguinarine + Hydrogen peroxide	MNXR109062	16621;16622;16623;16624	rxn03218		1.5.3.12-RXN	
R04705	S-Adenosyl-L-methionine:12-hydroxydihydrochelirubine 12-O-methyltransferase	S-Adenosyl-L-methionine + 12-Hydroxydihydrochelirubine <=> S-Adenosyl-L-homocysteine + Dihydromacarpine + H+	MNXR109063	21092;21093;21094;21095	rxn03219		2.1.1.120-RXN	
R04706	Dihydrochelirubine:oxygen oxidoreductase	Dihydrochelirubine + Oxygen + H+ <=> Chelirubine + Hydrogen peroxide	MNXR109064	18573;18574;18575;18576	rxn03220		RXN-9275	
R04707	S-Adenosyl-L-methionine:10-hydroxydihydrosanguinarine 10-O-methyltransferase	S-Adenosyl-L-methionine + 10-Hydroxydihydrosanguinarine <=> S-Adenosyl-L-homocysteine + Dihydrochelirubine + H+	MNXR109065	18541;18542;18543;18544	rxn03221		2.1.1.119-RXN	
R04708	dihydrochelirubine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12-hydroxylating)	Dihydrochelirubine + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 12-Hydroxydihydrochelirubine + [Oxidized NADPH---hemoprotein reductase] + H2O	MNXR148924					
R04709	Malonyl-CoA:3-hydroxybenzoyl-CoA malonyltransferase	3 Malonyl-CoA + 3-Hydroxybenzoyl-CoA <=> 4 CoA + 2,3',4,6-Tetrahydroxybenzophenone + 3 CO2	MNXR109067	19305;19306;19307;19308	rxn03223		2.3.1.151-RXN	
R04710	Protein-glycine,dihydroflavodoxin:S-adenosyl-L-methionine oxidoreductase (S-adenosyl-L-methionine cleaving)	S-Adenosyl-L-methionine + Dihydroflavodoxin + Protein glycine <=> 5'-Deoxyadenosine + L-Methionine + Flavodoxin semiquinone + Protein glycin-2-yl radical	MNXR109068					
R04711	S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase	S-Adenosyl-L-methionine + 3-Hexaprenyl-4,5-dihydroxybenzoate <=> S-Adenosyl-L-homocysteine + 3-Hexaprenyl-4-hydroxy-5-methoxybenzoate + H+	MNXR190436	14121;14122;14123;14124	rxn03224;rxn17404	3DH5HPBMTm	RXN-20172	
R04713	S-Adenosyl-L-methionine:(RS)-1-benzyl-1,2,3,4-tetrahydroisoquinolie N- methyltransferase	S-Adenosyl-L-methionine + (R,S)-Tetrahydrobenzylisoquinoline <=> S-Adenosyl-L-homocysteine + N-Methyl-(R,S)-tetrahydrobenzylisoquinoline + H+	MNXR109069	13005;13006;13007;13008	rxn03226		2.1.1.115-RXN	
R04714	S-Adenosyl-L-methionine:6-O-methylnorlaudanosoline 5'-O-methyltransferase	S-Adenosyl-L-methionine + 6-O-Methylnorlaudanosoline <=> S-Adenosyl-L-homocysteine + Nororientaline + H+	MNXR148928	11892;11893;11894;11895	rxn03227;rxn03528;rxn48459			
R04715	S-Adenosyl-L-methionine:(RS)-norcoclaurine 6-O-methyltransferase	S-Adenosyl-L-methionine + Tetrahydropapaveroline <=> S-Adenosyl-L-homocysteine + 6-O-Methylnorlaudanosoline + H+	MNXR109071		rxn03228			4371
R04716	S-Adenosyl-L-methionine:(S)-7,8,13,14-tetrahydroprotoberberine cis-N-methyltransferase	S-Adenosyl-L-methionine + (S)-Tetrahydroprotoberberine <=> S-Adenosyl-L-homocysteine + cis-N-Methyl-(S)-7,8,13,14-tetrahydroprotoberberine	MNXR109072		rxn03229		2.1.1.122-RXN	
R04717	S-adenosyl-L-methionine:[cytochrome c]-methionine S-methyltransferase	S-Adenosyl-L-methionine + [Cytochrome c] methionine <=> S-Adenosyl-L-homocysteine + [Cytochrome c] S-methylmethionine	MNXR148929		rxn06769			
R04718		S-Adenosyl-L-methionine + Histone L-arginine <=> S-Adenosyl-L-homocysteine + Histone N(omega)-methyl-L-arginine	MNXR148931					
R04719		S-Adenosyl-L-methionine + [Myeline basic protein] L-arginine <=> S-Adenosyl-L-homocysteine + [Myeline basic protein] N(omega)-methyl-L-arginine	MNXR148933					
R04720	1-Organyl-2-arachidonyl-sn-glycero-3-phosphocholine:1-organyl-2-lyso-sn-glycero-3-phosphoethanolamine arachidonoyltransferase (CoA-independent)	1-Alkyl-2-arachidonyl-sn-glycero-3-phosphocholine + 1-Alkyl-2-lyso-sn-glycero-3-phosphoethanolamine <=> 1-Alkyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine + 1-Organyl-2-lyso-sn-glycero-3-phosphocholine	MNXR148935					
R04721	1-Organyl-2-acyl-sn-glycero-3-phosphocholine:1-organyl-2-lyso-sn-glycero-3-phosphoethanolamine acyltransferase (CoA-dependent)	1-Radyl-2-acyl-sn-glycero-3-phosphocholine + 1-Alkyl-2-lyso-sn-glycero-3-phosphoethanolamine <=> 1-Alkyl-2-acylglycerophosphoethanolamine + 1-Organyl-2-lyso-sn-glycero-3-phosphocholine	MNXR151845					
R04722	1-Alkyl-2-acyl-sn-glycero-3-phosphocholine:1-organyl-2-lyso-sn-glycero-3-phospholipid acetyltransferase	2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine + 1-Organyl-2-lyso-sn-glycero-3-phospholipid <=> 1-Radyl-2-acetyl-sn-glycero-3-phospholipid + 1-Organyl-2-lyso-sn-glycero-3-phosphocholine	MNXR148937					
R04723	Acetyl-CoA:salutaridinol 7-O-acetyltransferase	Acetyl-CoA + Salutaridinol <=> CoA + 7-O-Acetylsalutaridinol	MNXR148940	22856;22857;22858;22859	rxn03231		2.3.1.150-RXN	
R04724	dodecanoyl-[acp]:NAD+ trans-2-oxidoreductase	Dodecanoyl-[acyl-carrier protein] + NAD+ <=> trans-Dodec-2-enoyl-[acp] + NADH + H+	MNXR148942			EAR120_m;EAR120x;EAR120x_1		
R04725	dodecanoyl-[acp]:NADP+ trans-2-oxidoreductase	Dodecanoyl-[acyl-carrier protein] + NADP+ <=> trans-Dodec-2-enoyl-[acp] + NADPH + H+	MNXR148946			EAR120y;EAR120y_1		
R04726	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	Dodecanoyl-[acyl-carrier protein] + Malonyl-[acyl-carrier protein] <=> 3-Oxotetradecanoyl-[acp] + CO2 + Acyl-carrier protein	MNXR148950					
R04727	N- Acetylarylalkylamine amidohydrolase	N-Acetylarylalkylamine + H2O <=> Arylalkylamine + Acetate	MNXR148954					
R04728	Phaseollidin-hydrate hydro-lyase	Phaseollidin hydrate <=> Phaseollidin + H2O	MNXR109084	19769;19770;19771;19772	rxn03233		4.2.1.97-RXN	
R04729	(2S)-2-Methylacyl-CoA 2-epimerase	(2S)-2-Methylacyl-CoA <=> (2R)-2-Methylacyl-CoA	MNXR109085	12657;12658;12659;12660	rxn06774		5.1.99.4-RXN	
R04730	alpha-tubulin:L-tyrosine ligase (ADP-forming)	ATP + Detyrosinated alpha-tubulin + L-Tyrosine <=> alpha-Tubulin + ADP + Orthophosphate	MNXR151847					
R04731	4-aminoimidazole aminohydrolase	5-Aminoimidazole + H2O <=> Imidazolone + Ammonia	MNXR116182	22348;22349;22350;22351	rxn03234;rxn47238		R13-RXN	
R04732		5-Aminoimidazole + CO2 <=> 5-Amino-4-imidazole carboxylate	MNXR148956		rxn03235		R62-RXN	
R04733	UTP:[protein-PII] uridylyltransferase	UTP + [Protein-PII] <=> Diphosphate + Uridylyl-[protein-PII]	MNXR109089		rxn06776			4389
R04734	4a-hydroxytetrahydrobiopterin hydro-lyase	4a-Hydroxytetrahydrobiopterin <=> Dihydrobiopterin + H2O	MNXR104802	11920;11921;11922;11923	rxn03236	THBPT4ACAMDASE	RXN-7908	
R04736	L-2-Amino-hexano-6-lactam racemase	L-Lysine 1,6-lactam <=> D-2-Aminohexano-6-lactam	MNXR109091	14813;14814;14815;14816	rxn03238		5.1.1.15-RXN	
R04737	(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase	(S)-3-Hydroxyhexadecanoyl-CoA + NAD+ <=> 3-Oxopalmitoyl-CoA + NADH + H+	MNXR192518	31159;31160;31161;31162	rxn03239;rxn20474;rxn34739	HACD7;HACD7i;HACD7m;HACD7p;r0714_1;r0715	RXN-14271	4393
R04738	(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase	(S)-3-Hydroxyhexadecanoyl-CoA <=> trans-Hexadec-2-enoyl-CoA + H2O	MNXR192055	31163;31164;31165;31166	rxn03240;rxn19664;rxn34733	ECOAH7;ECOAH7m;ECOAH7p;r0716_1;r0717	RXN-14272	4394
R04739	(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase	(S)-3-Hydroxytetradecanoyl-CoA + NAD+ <=> 3-Oxotetradecanoyl-CoA + NADH	MNXR188207	31167;31168;31169;31170	rxn06777;rxn16868;rxn30390;rxn34738	HACD6;HACD6i;HACD6m;HACD6p	RXN-12507	4395
R04740	(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase	(S)-3-Hydroxytetradecanoyl-CoA <=> trans-Tetradec-2-enoyl-CoA + H2O	MNXR105373	31171;31172;31173;31174	rxn03241;rxn30370;rxn34732;rxn43212	ECOAH6;ECOAH6m;ECOAH6p;r0720;r0720_1;r0721	RXN-14273	4396
R04741	(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase	(S)-3-Hydroxydodecanoyl-CoA + NAD+ <=> 3-Oxododecanoyl-CoA + NADH + H+	MNXR188205	31179;31180;31181;31182	rxn03242;rxn20478;rxn34737	HACD5;HACD5i;HACD5m;HACD5p	RXN-20676	
R04742	Decanoyl-CoA:acetyl-CoA C-acyltransferase	Decanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxododecanoyl-CoA	MNXR190103	31183;31184;31185;31186	rxn03243;rxn19970;rxn19982	ACACT10;ACACT5m;ACACT5p;ACACT5r	RXN-14274	4398
R04743	(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase	(S)-Hydroxydecanoyl-CoA + NAD+ <=> 3-Oxodecanoyl-CoA + NADH + H+	MNXR188203	31187;31188;31189;31190	rxn03244;rxn20480;rxn34736	HACD4;HACD4i;HACD4m;HACD4p	RXN-12490	4399
R04744	(S)-Hydroxydecanoyl-CoA hydro-lyase	(S)-Hydroxydecanoyl-CoA <=> trans-Dec-2-enoyl-CoA + H2O	MNXR153436	31191;31192;31193;31194	rxn03245;rxn19668;rxn34730	ECOAH4;ECOAH4m;ECOAH4p	RXN-13616	4400
R04745	(S)-hydroxyoctanoyl-CoA:NAD+ oxidoreductase	(S)-3-Hydroxyoctanoyl-CoA + NAD+ <=> 3-Oxooctanoyl-CoA + NADH + H+	MNXR145162	31195;31196;31197;31198	rxn03246;rxn20479;rxn34735	HACD3;HACD3_1;HACD3i;HACD3m;HMR_3096;r0730	RXN-20679	4401
R04746	(S)-Hydroxyoctanoyl-CoA hydro-lyase	(S)-3-Hydroxyoctanoyl-CoA <=> trans-Oct-2-enoyl-CoA + H2O	MNXR153432	31199;31200;31201;31202	rxn03247;rxn19663;rxn34729	ECOAH3;ECOAH3_1;ECOAH3m;HMR_3095;r0731	RXN-20678	4402
R04747	Hexanoyl-CoA:acetyl-CoA C-acyltransferase	Hexanoyl-CoA + Acetyl-CoA <=> CoA + 3-Oxooctanoyl-CoA	MNXR190498	31203;31204;31205;31206	rxn03248;rxn19977;rxn19989	ACACT3;ACACT3m;ACACT3r;ACACT8;HMR_3097;r0732	RXN-14277	4403
R04748	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase	(S)-Hydroxyhexanoyl-CoA + NAD+ <=> 3-Oxohexanoyl-CoA + NADH + H+	MNXR188200	31143;31144;31145;31146	rxn03249;rxn20481;rxn34734	HACD2;HACD2_1;HACD2i;HACD2m;HMR_3100;r0733	RXN-12570	4404
R04749	(S)-Hydroxyhexanoyl-CoA hydro-lyase	(S)-Hydroxyhexanoyl-CoA <=> trans-Hex-2-enoyl-CoA + H2O	MNXR153431	30547;30548;30549;30550	rxn03250;rxn19666;rxn34728	ECOAH2;ECOAH2_1;ECOAH2m;HMR_3099;r0734	RXN-12567;RXN-20677	4405
R04751	hexanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase	Hexanoyl-CoA + FAD <=> trans-Hex-2-enoyl-CoA + FADH2	MNXR192172			ACOA60OR;ACOAD2f;ACOADH60_m		4407
R04753	trans-Dec-2-enoyl-CoA reductase	Decanoyl-CoA + NADP+ <=> trans-Dec-2-enoyl-CoA + NADPH + H+	MNXR148962	44960;44961;44962;44963	rxn03252;rxn32086;rxn32093	ACOAR4m		4409
R04754	decanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase	Decanoyl-CoA + FAD <=> trans-Dec-2-enoyl-CoA + FADH2	MNXR192174			ACOA100OR;ACOAD4f;ACOADH100_m		4410
R04756	cis,cis-3,6-Dodecadienoyl-CoA delta3-cis-delta2-trans-isomerase	cis,cis-3,6-Dodecadienoyl-CoA <=> trans,cis-Lauro-2,6-dienoyl-CoA	MNXR189175		rxn03254	FAOXC122m;FAOXC122x;RE1573M;RE1573X		
R04758	11beta-Hydroxyandrost-4-ene-3,17-dione:NADP+ 11-oxidoreductase	11beta-Hydroxyandrost-4-ene-3,17-dione + NADP+ <=> Adrenosterone + NADPH + H+	MNXR109097		rxn03256		RXN-21983	
R04759	19-hydroxyandrostenedione,NADPH---hemoprotein reductase:oxygen 19-oxidoreductase	19-Hydroxyandrost-4-ene-3,17-dione + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 19-Oxoandrost-4-ene-3,17-dione + [Oxidized NADPH---hemoprotein reductase] + 2 H2O	MNXR148966					
R04760		7alpha-Hydroxytestosterone + Acceptor <=> 7alpha-Hydroxyandrost-4-ene-3,17-dione + Reduced acceptor	MNXR109099					
R04761	19-hydroxytestosterone,NADPH---hemoprotein reductase:oxygen 19-oxidoreductase	19-Hydroxytestosterone + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 19-Oxotestosterone + [Oxidized NADPH---hemoprotein reductase] + 2 H2O	MNXR148968					
R04762	S-adenosyl-L-methionine:2-Hydroxyestrone O-methyltransferase	2-Hydroxyestrone + S-Adenosyl-L-methionine <=> 2-Methoxyestrone + S-Adenosyl-L-homocysteine	MNXR188768	53100;53101;53102;53103	rxn03258	RE1630C;RE1630R		
R04763		Desmosterol + S-Adenosyl-L-methionine <=> Ergosta-5,7,22,24(28)-tetraen-3beta-ol + S-Adenosyl-L-homocysteine	MNXR109101		rxn03259;rxn32624;rxn32625			
R04764		2-Hydroxyestradiol + S-Adenosyl-L-methionine <=> 2-Methoxy-17beta-estradiol + S-Adenosyl-L-homocysteine	MNXR188782	53088;53089;53090;53091	rxn03260	RE2386C		
R04768	dihydromacarpine:oxygen oxidoreductase	Dihydromacarpine + Oxygen + H+ <=> Macarpine + Hydrogen peroxide	MNXR109102	11288;11289;11290;11291	rxn03261		RXN-8183	
R04769		7-O-Acetylsalutaridinol <=> Thebaine + Acetate	MNXR148970	56908;56909;56910;56911	rxn11618		RXN-8144	
R04770	Selenomethionine methanethiol-lyase (deaminating)	L-Selenomethionine + H2O <=> Methaneselenol + Ammonia + 2-Oxobutanoate	MNXR109104		rxn03263	SEMETHL_c		
R04771	ATP:L-selenomethione S-adenosyltransferase	ATP + L-Selenomethionine + H2O <=> Orthophosphate + Diphosphate + Se-Adenosylselenomethionine	MNXR188840	31211;31212;31213;31214	rxn03264	SELMETAT		4424
R04772	S-Adenosyl-L-methionine:L-methionine S-methyltransferase	S-Adenosyl-L-methionine + L-Selenomethionine <=> S-Adenosyl-L-homocysteine + Se-Methylselenomethionine	MNXR109105		rxn03265		RXN-11062	
R04773	Selenomethionine:tRNAMet ligase (AMP-forming)	ATP + L-Selenomethionine + tRNA(Met) <=> AMP + Diphosphate + Selenomethionyl-tRNA(Met)	MNXR148972					
R04774		L-Selenomethionine <=> Selenohomocysteine + Activated methyl group	MNXR148974					
R04775		L-Selenomethionine <=> Selenomethionine Se-oxide	MNXR109108		rxn03266			
R04776	Phenylacetyl-CoA:L-glutamine alpha-N-phenylacetyltransferase	L-Glutamate + 4-Hydroxyphenylacetyl-CoA <=> CoA + 4-Hydroxyphenylacetylglutamic acid	MNXR109109		rxn03267			
R04777		4-Hydroxyphenylacetyl-CoA + Glycine <=> p-Hydroxyphenylacetylglycine + CoA	MNXR109110		rxn03268			
R04779	ATP:D-fructose-6-phosphate 1-phosphotransferase	ATP + beta-D-Fructose 6-phosphate <=> ADP + beta-D-Fructose 1,6-bisphosphate	MNXR145952	16109;16110;16111;16112	rxn00545;rxn15493;rxn19015;rxn33754;rxn34257;rxn38002;rxn38003;rxn38004	PFK;PFKg	6PFRUCTPHOS-RXN	2
R04780	beta-D-Fructose 1,6-bisphosphate 1-phosphohydrolase	beta-D-Fructose 1,6-bisphosphate + H2O <=> beta-D-Fructose 6-phosphate + Orthophosphate	MNXR147046	11064;11065;11066;11067	rxn00549;rxn15494;rxn19684;rxn19685;rxn30665;rxn31218;rxn33589;rxn33591	FBP;FBP_h;FBPg	F16BDEPHOS-RXN	2084
R04781	4-Carboxy-4-hydroxy-2-oxoadipate hydro-lyase	4-Carboxy-4-hydroxy-2-oxoadipate <=> 4-Carboxy-2-oxo-3-hexenedioate + H2O	MNXR139306	58508;58509;58510;58511	rxn03272			
R04782	Reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)	Diimine + 2 e- + 2 H+ <=> Hydrazine	MNXR109112		rxn06783			
R04783	3-Ketolactose galactohydrolase	3-Ketolactose + H2O <=> 3-Keto-beta-D-galactose + beta-D-Glucose	MNXR148976					
R04784		(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate + H2O <=> L-Lyxonate + CO2	MNXR97684		rxn03274	DOGULND1		
R04785	L-Dehydroascorbate lactonohydrolase	Dehydroascorbate + H2O <=> (4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate	MNXR97151		rxn03275	DASCBH;DASCBH_cho		
R04786	15-cis-phytoene:plastoquinone oxidoreductase	all-trans-Phytoene + Acceptor <=> all-trans-Phytofluene + Reduced acceptor	MNXR109115					
R04787	15-cis-phytoene:acceptor oxidoreductase	all-trans-Phytofluene + Acceptor <=> all-trans-zeta-Carotene + Reduced acceptor	MNXR109116					
R04789		5-Cholestene + Oxygen + NADPH + H+ <=> 5,6beta-Epoxy-5beta-cholestane + NADP+ + H2O	MNXR109117		rxn03277			
R04790		5-Cholestene + NADPH + Oxygen + H+ <=> 5,6alpha-Epoxy-5alpha-cholestane + NADP+ + H2O	MNXR109118		rxn11621			
R04791		5,6beta-Epoxy-5beta-cholestane + H2O <=> 5alpha-Cholestan-5alpha,6beta-diol	MNXR109119		rxn11622			
R04792	5,6beta-epoxy-5beta-cholestan-3beta-ol hydrolase	Cholesterol-5beta,6beta-epoxide + H2O <=> 3beta,5alpha,6beta-Cholestanetriol	MNXR109120	15113;15114;15115;15116	rxn03278		RXN-8651	
R04794		5,6alpha-Epoxy-5alpha-cholestane + H2O <=> 5alpha-Cholestan-5alpha,6beta-diol	MNXR109121		rxn11623			
R04795		Phytyl diphosphate + Chlorophyllide <=> Bacteriopheophytin + Magnesium cation + Diphosphate	MNXR109122					
R04798	zeta-Carotene, hydrogen-donor:oxygen oxidoreductase	all-trans-zeta-Carotene + Reduced acceptor + Oxygen <=> all-trans-Neurosporene + 2 H2O + Acceptor	MNXR109123					
R04799		all-trans-zeta-Carotene + 2 Oxygen + 2 Reduced acceptor <=> Lycopene + 4 H2O + 2 Acceptor	MNXR109124					
R04800	Neurosporene, hydrogen-donor:oxygen oxidoreductase	all-trans-Neurosporene + Reduced acceptor + Oxygen <=> Lycopene + Acceptor + 2 H2O	MNXR109125					
R04801	carotenoid beta-end group lyase (decyclizing)	all-trans-Neurosporene <=> beta-Zeacarotene	MNXR109126		rxn11625;rxn24576		RXN-8038	
R04803		beta-Zeacarotene + Oxygen + Reduced acceptor <=> gamma-Carotene + 2 H2O + Acceptor	MNXR109127					
R04804	delta8,24-Cholestadien-3beta-ol delta7-delta8-isomerase	Zymosterol <=> 5alpha-Cholesta-7,24-dien-3beta-ol	MNXR148979	33999;34000;34001;34002	rxn03281;rxn38680;rxn38681	CHLSTI_1;EBP1r	RXN66-320	4455
R04805		3alpha,7alpha,26-Trihydroxy-5beta-cholestane + NAD+ <=> 3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al + NADH + H+	MNXR189056		rxn03282;rxn25881	RE1804M;r0739		
R04806		3alpha,7alpha-Dihydroxy-5beta-cholestane + Oxygen + 2 H+ + 2 Reduced adrenal ferredoxin <=> 3alpha,7alpha,26-Trihydroxy-5beta-cholestane + H2O + 2 Oxidized adrenal ferredoxin	MNXR109130		rxn47421		RXN-9842	
R04807		3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane + Oxygen + 2 H+ + 2 Reduced adrenal ferredoxin <=> 3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane + H2O + 2 Oxidized adrenal ferredoxin	MNXR189177		rxn41767		CHOLESTANETRIOL-26-MONOOXYGENASE-RXN	
R04808		3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane <=> 5beta-Cyprinolsulfate	MNXR189179		rxn03285			
R04809	(24R,25R)-3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA hydro-lyase [(24E)-3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA-forming]	(24E)-3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA + H2O <=> (24R,25R)-3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA	MNXR109133	47408;47409;47410;47411	rxn03286;rxn25885;rxn25886	HMR_1706	RXN-9847	
R04810	(24R,25R)-3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase	(24R,25R)-3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA + NAD+ <=> 3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA + NADH + H+	MNXR109134	47404;47405;47406;47407	rxn03287;rxn25887;rxn25888		RXN-9848	
R04811	Propanoyl-CoA:acetyl-CoA C-acyltransferase	Propanoyl-CoA + Chenodeoxycholoyl-CoA <=> CoA + 3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA	MNXR188833		rxn14138;rxn25889;rxn25890		RXN-9850	
