KEGG	Name	Formula	MetaNetX	ModelSEED	BiGG	ChEBI	MetaCyc	SABIO-RK	Reactome
C11060	(-)-Abscisic acid	C15H20O4	MNXM30240	cpd19103		28937			
C11061	all-trans-Retinoyl-beta-glucuronide	C26H36O8	MNXM737977	cpd07945		139181;28870		13139	
C11062	4-Hydroxybutyryl-CoA	C25H42N7O18P3S	MNXM2334	cpd07946	4hbutcoa	28522;58574	4-HYDROXY-BUTYRYL-COA	13140	
C11063	Chlornitrofen	C12H6Cl3NO3	MNXM46388	cpd07947		3620			
C11064	Fluorodifen	C13H7F3N2O5	MNXM53626	cpd07948		5116			
C11065	Nitrofen	C12H7Cl2NO3	MNXM725064	cpd07949		7590			
C11066	Bifenox	C14H9Cl2NO5	MNXM724937	cpd07950		6613			
C11067	MC-3761	C14H8Cl3NO5	MNXM61231	cpd07951		6612			
C11068	MC-5127	C15H11Cl2NO5	MNXM61232	cpd07952		6614			
C11069	MC-6063	C14H9ClFNO5	MNXM61233	cpd07953		6615			
C11070	MC-7181	C14H8Cl2FNO5	MNXM61234	cpd07954		6616			
C11071	Aminocarb	C11H16N2O2	MNXM41840	cpd07955		2653			
C11072	THTA	C6H10O2S	MNXM87155	cpd07956		9383			
C11073	Benfuracarb	C20H30N2O5S	MNXM43444	cpd07957		3014			
C11074	THTC	C5H8O2S	MNXM725762	cpd07958		9384			
C11075	Carbetamide	C12H16N2O3	MNXM45520	cpd07959		3394			
C11076	2-N-Dodecyltetrahydrothiophene	C16H32S	MNXM35324	cpd07960		1220			
C11077	Diethofencarb	C14H21NO4	MNXM724578	cpd07961		4520			
C11078	Fenoxycarb	C17H19NO4	MNXM724664	cpd07962		5009			
C11079	Pirimicarb	C11H18N4O2	MNXM725328	cpd07963		8248			
C11080	Cartap	C7H15N3O2S2	MNXM45722	cpd07964		3436			
C11081	EPTC	C9H19NOS	MNXM81291	cpd07965		4738	CPD-9360		
C11082	2-N-Undecyltetrahydrothiophene	C15H30S	MNXM35327	cpd07966		1221			
C11083	Assert		MNXM126684	cpd13343		138125;138129;2894			
C11084	Fenothiocarb	C13H19NO2S	MNXM53230	cpd07967		5006			
C11085	Fenothiocarb sulfoxide	C13H19NO3S	MNXM53231	cpd07968		5007			
C11086	Molinate	C9H17NOS	MNXM62294	cpd07969		6964			
C11087	Orbencarb	C12H16ClNOS	MNXM65616	cpd07970		7778			
C11088	1,2-Dibromoethane	C2H4Br2	MNXM6026	cpd07971		28534	12-DIBROMOETHANE	13166	
C11089	Dichloroacetylene	C2Cl2	MNXM50515	cpd07972		4503			
C11090	Endosulfan	C9H6Cl6O3S	MNXM724629	cpd07973		4791			
C11091	Hexachloro-1,3-butadiene	C4Cl6	MNXM56305	cpd07974		5691			
C11092	Azocyclotin	C20H35N3Sn	MNXM43199	cpd07975		2959			
C11093	Cyhexatin	C18H34OSn	MNXM48256	cpd07976		4036			
C11094	Carfentrazone-ethyl	C15H14Cl2F3N3O3	MNXM45662	cpd07977		138244;3416			
C11095	Clomazone	C12H14ClNO2	MNXM47272	cpd07978		3751	CPD-15553		
C11096	Croconazole	C18H15ClN2O	MNXM47802	cpd07979		3920			
C11097	F5231	C12H14ClF2N5O3S	MNXM53064	cpd07980		4955			
C11098	Fenpyroximate	C24H27N3O4	MNXM724665	cpd07981		5011			
C11099	Fipronil	C12H4Cl2F6N4OS	MNXM1107479	cpd19104		83394			
C11100	Flurochloridone	C12H10Cl2F3NO	MNXM724681	cpd07982		5131			
C11101	5-Hydroxymethyl-2-furaldehyde	C6H6O3	MNXM10320	cpd07983		412516	CPD-11572		
C11102	Hymexazol O-glucoside	C10H15NO7	MNXM56969	cpd07984		5828			
C11103	Hymexazol	C4H5NO2	MNXM724819	cpd07985		5827			
C11104	Hymexazol N-glucoside	C10H15NO7	MNXM56970	cpd07986		5829			
C11105	5-Methyl-3-isoxazolyl sulfate	C4H5NO5S	MNXM723495	cpd07987		2131			
C11106	3-Oxobutanamide	C4H7NO2	MNXM40044	cpd07988		28515			
C11107	3-beta-D-Glucopyranuronosyloxy-5-methylisoxazole	C10H13NO8	MNXM36342	cpd07989		1679			
C11108	(-)-erythro-(2R,3R)-Dihydroxybutylamide	C4H9NO3	MNXM30212	cpd07990		28598			
C11109	HBA	C4H9NO2	MNXM724792	cpd07991		5588	CPD-24435		
C11110	Imidacloprid	C9H10ClN5O2	MNXM733904	cpd07992		39168;39169;5870			
C11111	Isoprothiolane	C12H18O4S2	MNXM58158	cpd07993		6047			
C11112	Isoprothiolane sulfoxide	C12H18O5S2	MNXM58159	cpd07994		6048			
C11113	Methaphenilene	C15H20N2S	MNXM61630	cpd07995		6819			
C11114	Methapyrilene	C14H19N3S	MNXM95289	cpd07996		6820			
C11115	5-Methyl-2-furaldehyde	C6H6O2	MNXM38209	cpd07997		2091			
C11116	1-Methylparabanic acid	C4H4N2O3	MNXM32866	cpd07998		6886			
C11117	5-N-Methyloxaluric acid	C4H6N2O4	MNXM38242	cpd07999		2103			
C11118	N-Methyl-2-pyrrolidinone	C5H9NO	MNXM63883	cpd08000		7307	CPD-20950		
C11119	3-Nitrosothiazolidine	C3H6N2OS	MNXM36682	cpd08001		7329			
C11120	Rilmenidine	C10H16N2O	MNXM80965	cpd08002		8862			
C11121	Propiconazole	C15H17Cl2N3O2	MNXM725342	cpd08003		8489	CPD-14540		
C11122	DTP	C12H10Cl2N2O2	MNXM51666	cpd08004		4302			
C11123	Pyrazolate	C19H16Cl2N2O4S	MNXM79829	cpd08005		8657			
C11124	Spiroxamine	C18H35NO2	MNXM725446	cpd08006		9242			
C11125	Sulfentrazone	C11H10Cl2F2N4O3S	MNXM83009	cpd08007		9339			
C11126	Tebufenpyrad	C18H24ClN3O	MNXM725462	cpd08008		9422			
C11127	Triadimenol	C14H18ClN3O2	MNXM725802	cpd08009		9666			
C11128	2,4,5-Tribromo-1-(4-chlorobenzoyl)imidazole	C10H4Br3ClN2O	MNXM34478	cpd08010		894			
C11129	Isatin	C8H5NO2	MNXM11905	cpd08011		27539	ISATIN	13207	
C11130	3-Hydroxyindolin-2-one	C8H7NO2	MNXM1308	cpd08012		28536	CPD-6362		
C11131	2-Methoxy-estradiol-17beta 3-glucuronide	C25H34O9	MNXM9851	cpd08013		136974;36491			
C11132	2-Methoxyestrone 3-glucuronide	C25H32O9	MNXM741785	cpd08014		136971;37450			
C11133	Estrone glucuronide	C24H30O8	MNXM1104134	cpd08015	estroneglc	136634;28919			
C11134	Testosterone glucuronide	C25H36O8	MNXM1104136	cpd08016	tststeroneglc	136639;28835		13212	
C11135	Androsterone glucuronide	C25H38O8	MNXM1103774	cpd08017	andrstrnglc	28832			
C11136	Etiocholan-3alpha-ol-17-one 3-glucuronide	C25H38O8	MNXM1103691	cpd08018	ahandrostanglc	37451			
C11141	(+)-Atherospermoline	C36H38N2O6	MNXM30080	cpd08019		10			
C11142	Dimethyl sulfone	C2H6O2S	MNXM3978	cpd08020		9349	CPD-10437		
C11143	Dimethyl sulfoxide	C2H6OS	MNXM745	cpd08021	dmso	28262	DMSO		
C11144	Dimethyl ether	C2H6O	MNXM50960	cpd08022		28887			
C11145	Methanesulfonic acid	CH4SO3	MNXM1485	cpd08023	mso3	25224;27376	CPD-3746		
C11146	Methylmercury chloride	CH3ClHg	MNXM61893	cpd08024		28216	CPD-8865		
C11147	Fluoromethane	CH3F	MNXM53636	cpd08025		28826			
C11148	TCE epoxide	C2HCl3O	MNXM3722	cpd08026		28888	CPD-22742		
C11149	Dichloroacetate	C2H2Cl2O2	MNXM5126	cpd08027		28240;36386	CPD-9674	13226	R-ALL-9010792
C11150	Trichloroacetate	C2HCl3O2	MNXM3108	cpd08028		27455;30956	CPD-9675	13227	
C11151	Phenylmercury acetate	C8H8HgO2	MNXM20424	cpd08029		27684	CPD-901		
C11152	Tetraphenylphosphonium	C24H20P	MNXM84011	cpd08030		44880	CPD-20890		
C11153	Teniposide	C32H32O13S	MNXM173451	cpd08031;cpd35579		75988;91649	CPD-16755		
C11154	Trimetrexate	C19H23N5O3	MNXM88057	cpd08032		9737			
C11155	n-Propyl gallate	C10H12O5	MNXM63973	cpd08033		10607	CPD-6542		
C11156	Triadimefon	C14H16ClN3O2	MNXM87704	cpd08034		84002;9665			
C11158	Topotecan	C23H23N3O5	MNXM730153	cpd08035		63632;93785	CPD-21278		
C11159	Tiron	C6H4O8S2. 2Na	MNXM730147	cpd08036		9607	TIRON		
C11160	Thiram	C6H12N2S4	MNXM87109	cpd08037		9495			
C11161	Ethidium bromide	C21H20N3. Br	MNXM155825	cpd08038		4883	CPD-22916		
C11162	5'-Methoxyhydnocarpin-D	C26H22O10	MNXM37820	cpd08039					
C11163	N-(2-Methoxyphenyl)-N'-(2-naphtyl)urea	C18H16N2O2	MNXM63185	cpd08040		5850			
C11164	CCCP	C9H5ClN4	MNXM1108231			3259	CPD-7970		
C11165	Thiolactomycin	C11H14O2S	MNXM740935						
C11166	SDS	C12H25O4S. Na	MNXM161137	cpd08043		8984	CPD-16983		
C11168	Tetrabenazine	C19H27NO3	MNXM39493	cpd08044		64028			
C11169	Sulfathiazole	C9H9N3O2S2	MNXM1108501			9337	CPD-11285		
C11170	Sulbenicillin	C16H18N2O7S2	MNXM730087	cpd08046		52436;9322	CPD-9219	13247	
C11171	Sodium deoxycholate	C24H39O4. Na	MNXM681461	cpd08047		9177			
C11172	Simazine	C7H12ClN5	MNXM21752	cpd08048		27496	CPD-9355		
C11173	SN-38	C22H20N2O5	MNXM735019	cpd08049		8988		13250	
C11174	1-Diphosinositol pentakisphosphate	C6H19O27P7	MNXM737968	cpd08050		62919;74946	CPD-11700	13251	R-ALL-1629740;R-ALL-2023932
C11175	S-(2,4-Dinitrophenyl)glutathione	C16H19N5O10S	MNXM1101886	cpd08051	HC02200	133977;8927	S-24-DINITROPHENYLGLUTATHIONE	13252	R-ALL-176056
C11177	Rhodamine 6G	C28H31N2O3. Cl	MNXM95704	cpd08052		52672	CPD-20901		
C11178	Resazurin	C12H7NO4	MNXM80685	cpd08053		8806	CPD-22877		
C11179	Pyronine Y	C17H19N2O. Cl	MNXM95683	cpd08054		8682			
C11180	Pyrimethanil	C12H13N3	MNXM725355	cpd08055		8674			
C11181	Proflavine	C13H11N3	MNXM150801	cpd08056		74711;74713;8452	CPD-21022		
C11182	Prochloraz	C15H16Cl3N3O2	MNXM739838	cpd08057		8434			
C11184	PMEG	C8H12N5O5P	MNXM77129	cpd08058		7880			
C11185	Nuarimol	C17H12ClFN2O	MNXM65012	cpd08059		7645;83695			
C11186	Nonactin	C40H64O12	MNXM64858	cpd08060		7614			
C11188	Neburon	C12H16Cl2N2O	MNXM64304	cpd08061		7491			
C11189	Hoechst 33342	C27H28N6O	MNXM734502	cpd08062		51232	CPD0-1939		
C11190	Rhodamine 123	C21H17N2O3. Cl	MNXM732542	cpd08063					
C11191	cis-(Z)-Flupenthixol	C23H25F3N2OS	MNXM46897	cpd08064		10454;93235			
C11193	R (+)-Propanolol	C16H21NO2	MNXM31532	cpd04591;cpd08065		8499;8736			
C11194	Morfamquat	C26H36N4O4. 2Cl	MNXM62533	cpd08066		6996			
C11195	Mitoxantrone	C22H28N4O6	MNXM95318	cpd08067		50729			
C11196	Methomyl	C5H10N2O2S	MNXM724957	cpd08068		6835			
C11198	Melitten	C131H229N39O31	MNXM1100618	cpd08069;cpd33307		6736	CPD-16010		
C11199	Cefpirome	C22H22N6O5S2	MNXM45994	cpd08070		3503		13275	
C11200	Lenacil	C13H18N2O2	MNXM724890	cpd08071		6407			
C11201	Isometamidium chloride	C28H26N7. Cl	MNXM58028	cpd08072		6028			
C11202	Cefclidin	C21H26N8O6S2	MNXM45958	cpd08073		3484			
C11203	Cefozopran	C19H17N9O5S2	MNXM45991	cpd08074		3502			
C11205	Hexadimethrine bromide	((C10H24N2)mod. (C3H6Br2)mod)n	MNXM56364			5699			
C11206	p-Methylaminophenol sulfate	(C7H9NO)2. H2SO4	MNXM95514	cpd08075		55413			
C11207	Fenapanil	C16H19N3	MNXM53185	cpd08076		4997			
C11208	Iprodione	C13H13Cl2N3O3	MNXM57691	cpd08077		28909			
C11210	Cefoselis	C19H22N8O6S2	MNXM45981	cpd08078		3496	CPD-20701		
C11212	NIK250	C26H27N3O4S2	MNXM64635	cpd08079		7437			
C11213	SDZ PSC 833	C63H111N11O12	MNXM81707	cpd08080		8985			
C11214	Thiocarbohydrazide	CH6N4S	MNXM87002	cpd08081		9549			
C11215	Arsenate ion	AsO4	MNXM1137656	cpd01048	arsna;arsni;aso4	18231;29125;48597;48600	ARSENATE	20046	
C11216	Zwittergent 3-14	C19H41NO3S	MNXM89462	cpd08083		10129			
C11217	p-Fluorophenylalanine	C9H10FNO2	MNXM51407	cpd08084		84060	CPD0-1900		
C11218	Gramicidin S	C60H92N12O10	MNXM98438	cpd08085		5530	CPD-10290		
C11219	Imazalil nitrate	C14H14Cl2N2O. HNO3	MNXM729774			5868			
C11221	Formylmethionyl-leucyl-phenylalanine methyl ester	C22H33N3O5S	MNXM53805	cpd08087		5158			
C11222	Geldanamycin	C29H40N2O9	MNXM496969	cpd08088		5292;91381;91572	CPD-21886		R-ALL-1217505
C11223	Ferbam	(C3H6NS2)3. Fe	MNXM53268	cpd08089		5015			
C11224	Fenuron	C9H12N2O	MNXM53262	cpd08090		5013	CPD-23258		
C11225	Herbimycin	C30H42N2O9	MNXM56216	cpd08091		5674	CPD-21895		R-ALL-1217510
C11226	Fenarimol	C17H12Cl2N2O	MNXM53186	cpd08092		4998;83686			
C11227	Ethionine	C6H13NO2S	MNXM17589	cpd08093		4886	ETHIONINE	23746;28615	
C11228	Estramustine	C23H31Cl2NO3	MNXM52627	cpd08094		4868			
C11229	Epoxiconazole	C17H13ClFN3O	MNXM729323	cpd08095		83759			
C11230	Epirubicin	C27H29NO11	MNXM484616	cpd08096		41983;47898			
C11231	Docetaxel anhydrous	C43H53NO14	MNXM51427	cpd08097		46058;4672			
C11232	Diphenylcarbazide	C13H14N4O	MNXM51158	cpd08098		4641			
C11233	Dimethyl phthalate	C10H10O4	MNXM50966	cpd08099		4609			
C11234	Difloxacin	C21H19F2N3O3	MNXM50641	cpd08100		4537			
C11235	Diclobutrazol	C15H19Cl2N3O	MNXM50539	cpd08101		4506			
C11236	Niguldipine	C36H39N3O6	MNXM64632	cpd08102		7572			
C11237	17beta-Estradiol 17-(beta-D-glucuronide)	C24H32O8	MNXM1107146	cpd08103		791;82961	CPD-21227	13311	
C11238	GF 109203X	C25H24N4O2	MNXM54952	cpd08104		41072			
C11239	MK 571	C26H27ClN2O3S2	MNXM62259	cpd08105		6619			
C11240	Rufloxacin	C17H18FN3O3S	MNXM81175	cpd08106		8909			
C11242	Bacteriochlorophyll a	C55H74MgN4O6	MNXM730196	cpd08107		30033			
C11243	Bacteriochlorophyll b	C55H72MgN4O6	MNXM731679	cpd08108		30034			
C11244	Bacterio-chlorophyll c	C44H48MgN4O4R4	MNXM730201			2976			
C11245	Glucuronosyletoposide	C35H39O19	MNXM731909	cpd08109		5427			
C11246	6alpha-Glucuronosylhyodeoxycholate	C30H47O10	MNXM38976	cpd08110		136905;137822			
C11248	DU-6859	C19H18ClF2N3O3	MNXM726245	cpd08111		4304			
C11249	Cyclohexane	C6H12	MNXM8474	cpd08112		29005	CPD-8923		
C11250	Demecolcine	C21H25NO5	MNXM30282	cpd08113		4393	CPD-9787		
C11251	Cholesteryl palmitate	C43H76O2	MNXM730833	cpd08114	HC02020	3663	CPD-21814	13323	
C11252	Chloroneb	C8H8Cl2O2	MNXM46452	cpd08115		3628			
C11253	Cefsulodin	C22H20N4O8S2	MNXM46004	cpd08116		3507	CPD-19296	13325	
C11254	Carmine	C22H20O13	MNXM1107346	cpd08117					
C11255	Carboxin	C12H13NO2S	MNXM45620	cpd08118		3405;41412	CPD0-1366		
C11256	Calpeptin	C20H30N2O4	MNXM45306	cpd08119		3330;93910	CPD0-1359		
C11257	Calcein AM	C46H46N2O23	MNXM45204	cpd08120		3303			
C11258	Bitertanol	C20H23N3O2	MNXM44466	cpd08121		3130;83851			
C11259	Bicozamycin	C12H18N2O7	MNXM44247	cpd08122		60584	CPD-20921		
C11260	2-Amino-2-methyl-1,3-propandiol	C4H11NO2	MNXM34823	cpd08123		991			
C11261	Amitrole	C2H4N4	MNXM41901	cpd08124		40036	CPD0-1491		
C11262	5-Azacytidine	C8H12N4O5	MNXM38038	cpd08125		2038	CPD-15118	13334	
C11263	6-Benzylaminopurine	C12H11N5	MNXM1101859	cpd08126		29022	CPD-4604	13335	
C11264	7-Hydroxyflavone	C15H10O3	MNXM15040	cpd08127		2268	CPD-8141		
C11265	8-Azaadenosine	C9H12N6O4	MNXM39265	cpd08128		2310			
C11266	8-Bromoadenosine	C10H12BrN5O4	MNXM39273	cpd08129		2312			
C11268	Biapenem	C15H18N4O4S	MNXM44232	cpd08130		3089		13340	
C11269	Virginiamycin S1	C43H49N7O10	MNXM88933	cpd08131;cpd32919		46416	CPD-19910		
C11271	n-Hexane	C6H14	MNXM56425	cpd08132		29021	CPD-9288		
C11272	Fluorobenzene	C6H5F	MNXM7534	cpd08133		5115	CPD-8871		
C11273	Acriflavine	C14H14N3. C13H11N3. Cl	MNXM94359	cpd08134					
C11274	Tetrachlorosalicylanilide	C13H7Cl4NO2	MNXM83803	cpd08135		9473	CPD-20920		
C11275	Cetyltrimethylammonium bromide	C19H42N. Br	MNXM729563	cpd08136		3567	CTAB		
C11276	Nimustine hydrochloride	C9H13ClN6O2. HCl	MNXM158734	cpd08137		7576			
C11277	Adefovir	C8H12N5O4P	MNXM40256	cpd08138		134512;2469		13349	
C11278	Aflatoxin B1exo-8,9-epoxide-GSH	C27H29N3O13S	MNXM94371	cpd08139					
C11279	Myristyltrimethylaminium bromide	C17H38N. Br	MNXM46195	cpd08140		3565			
C11280	Dolastatin 10	C42H68N6O6S	MNXM104679	cpd08141		67357			
C11281	Anisomycin	C14H19NO4	MNXM30253	cpd08142		338412			
C11282	Azidopine	C27H26F3N5O5	MNXM43168	cpd08143		2952			
C11283	2,4-Dinitrophenylhydrazine	C6H6N4O4	MNXM51042	cpd08144		66932	DINITROPHENYLHYDRAZINE		
C11284	Indolebutyric acid	C12H13NO2	MNXM18664	cpd08145		143274;33070	CPD-10507	13356	
C11285	Tridemorph	C19H39NO	MNXM34615	cpd08146		83365	CPD-4505		
C11288	16alpha,17beta-Estriol 3-(beta-D-glucuronide)	C24H32O9	MNXM52631	cpd08147		136649;45869			
C11289	17beta-Estradiol 3-sulfate-17-(beta-D-glucuronide)	C24H32O11S	MNXM33672	cpd08148		792			
C11290	3-Chlorosalicylanilide	C13H10ClNO2	MNXM36380	cpd08149		1475			
C11292	N-Acetylleucyl-leucyl-methioninal	C19H35N3O4S	MNXM63563	cpd08150		131160;7209			
C11293	Etaconazole	C14H15Cl2N3O2	MNXM52666	cpd08151		4874			
C11295	N-Acetyl-leu-leu-leu-leu-tyr-amide	C35H58N6O7	MNXM63526	cpd08153		177611;7189			
C11296	N-Acetyl-leu-leu-leu-tyr-amide	C29H47N5O6	MNXM63527	cpd08154		177633;7190			
C11297	N-Acetyl-leu-leu-tyr-amide	C23H36N4O5	MNXM63529	cpd08155		177823;7192			
C11298	N-Formyl-norleucyl-leucyl-phenylalanyl-methylester	C23H35N3O5	MNXM63757	cpd08156		177447;7281			
C11299	Virginiamycin M1	C28H35N3O7	MNXM1107618			9997	CPD-19911		
C11300	Soraphen A	C29H44O8	MNXM1112458						
C11301	Sulfoglycolithocholate	C26H42NO7S	MNXM736983	cpd08159	HC02197	60007;9347	GLYCOLITHOCHOLATE-3-SULFATES		
C11302	S-Octyl GSH	C18H33N3O6S	MNXM81316	cpd08160		42937			
C11303	S-Decyl GSH	C20H37N3O6S	MNXM81286	cpd08161		8955	CPD-21217		
C11304	S-(PGA1)-glutathione	C30H49N3O10S	MNXM729768	cpd08162	C11304	8937			
C11305	Triphenyltetrazolium chloride	C19H15N4. Cl	MNXM150343	cpd08163		78019			
C11306	Acetylleucyl-leucyl-norleucinal	C20H37N3O4	MNXM40103	cpd08164		2423			
C11307	Cetylpyridinium chloride	C21H38N. Cl. H2O	MNXM94653	cpd08165		3566			
C11308	Chymostatin	C31H41N7O6	MNXM46720	cpd08166		41470			
C11309	Calcimycin	C29H37N3O6	MNXM45207	cpd08167		3305			
C11310	1-Methyl-4-phenylpyridinium	C12H12N	MNXM19713	cpd08168		641	CPD-22666		R-ALL-446590;R-ALL-446607
C11311	Oligomycin A	C45H74O11	MNXM731552	cpd08169					
C11312	Oligomycin B	C45H72O12	MNXM739254	cpd08170					
C11313	Oligomycin C	C45H74O10	MNXM731550	cpd08171		94476			
C11314	Oligomycin D	C44H72O11	MNXM739256	cpd08172					
C11315	S-(4-Azidophenacyl)glutathione	C18H22N6O7S	MNXM81235	cpd08173		8932			
C11316	Tetraphenylarsonium	C24H20As	MNXM84008	cpd08174		9501			
C11317	Solutol HS 15	C18H36O3(C2H4O)n	MNXM740605			9194			
C11318	DAMGO	C26H35N5O6	MNXM48730	cpd08175		272			
C11319	3,5-Dinitrosalicylic acid	C7H4N2O7	MNXM35119	cpd08176		53648			
C11320	D-Ornithine hydrochloride	C5H12N2O2. HCl	MNXM155057	cpd08177		4221			
C11321	3-((3-Cholamidopropyl)dimethylammonium)-1-propanesulfonate	C32H58N2O7S	MNXM46255	cpd08178		1418	CPD0-1088		
C11322	4,5,6,7-Tetrachloro-2-trifluoromethylbenzimidazole	C8HCl4F3N2	MNXM37120	cpd08179		1744			
C11323	Chromotropic acid	C10H8O8S2	MNXM46668	cpd08180		1751			
C11324	6-(3,3-Dimethylallyl)chrysin	C20H18O4	MNXM38500	cpd08181		2161			
C11325	8-(3,3-Dimethylallyl)chrysin	C20H18O4	MNXM723537	cpd08182		2305			
C11326	8-Anilino-1-naphthalene sulfonic acid	C16H13NO3S	MNXM39264	cpd08183;cpd28818		39708	CPD-13245	13396	
C11327	2-Pyridyl hydroxymethane sulfonic acid	C6H7NO4S	MNXM35440	cpd08184		1274			
C11328	Leucyl-leucyl-norleucine	C18H35N3O4	MNXM59976	cpd08185		6419			
C11329	N-Acetyl-ala-ala-ala-methylester	C12H21N3O5	MNXM63423	cpd08186		7161			
C11330	N-Acetyl-leu-leu-tyr	C23H35N3O6	MNXM63528	cpd08187		177669;7191			
C11331	Leu-leu-tyr	C21H33N3O5	MNXM59943	cpd08188		6415			
C11332	Leucyl-leucine	C12H24N2O3	MNXM729832		leuleu	6418		23231;29509	
C11333	N-Acetyl-leucyl-leucine	C14H26N2O4	MNXM63530	cpd08190		7193			
C11334	Gentamicin sulfate	C19H37N5O7(R1)(R2). H2SO4	MNXM94986	cpd13362		5312			
C11335	N,N,N-Trimethylmethanaminium chloride	C4H12N. Cl	MNXM95896	cpd08191		7070			
C11336	Mersalyl acid	C13H17HgNO6	MNXM729866			6771			
C11337	Tetramisole hydrochloride	C11H12N2S. HCl	MNXM157168	cpd08193;cpd19089		6433;9496			
C11338	Bornyl acetate	C12H20O2	MNXM726593	cpd08194					
C11339	Antimycin A1	C28H40N2O9	MNXM491526	cpd08195					
C11340	Antimony potassium tartrate	C8H4O12Sb2. 2K. 3H2O	MNXM51206	cpd08196		2761			
C11341	N-Acetylphenylalanine beta-naphthyl ester	C21H19NO3	MNXM44156	cpd08197		177712;7219			
C11342	Oxolinic acid	C13H11NO5	MNXM66097	cpd08198		138856;59066			
C11343	Salicylhydroxamic acid	C7H7NO3	MNXM81415	cpd08199		45615	CPD-6543		
C11344	Methyl tert-butyl ether	C5H12O	MNXM61811	cpd08200		27642	CPD-19011		
C11345	1,2,4-Triazole-3-alanine	C5H8N4O2	MNXM733999	cpd08201		9675	CPD-19543		
C11346	16alpha,17beta-Estriol 17-(beta-D-glucuronide)	C24H32O9	MNXM33558	cpd08202		772			
C11347	S-Methyl GSH	C11H19N3O6S	MNXM81311	cpd08203		141467;141472;141473;42912	S-METHYLGLUTATHIONE	13417	
C11348	(S)-1-Phenylethanol	C8H10O	MNXM730053	cpd08204		16346	S-1-PHENYLETHANOL	13418;25790	
C11349	Amino group donor		MNXM7060	cpd13363					
C11350	(+)-trans-alpha-Irone	C14H22O	MNXM30170	cpd08205		62			
C11351	N1-Amidinostreptamine 6-phosphate	C7H17N4O7P	MNXM5430	cpd02923;cpd08206		134496;28399	CPD-12064		
C11352	5,6-Dichloro-1,3-cyclohexadiene	C6H6Cl2	MNXM5548	cpd08207		1997			
C11353	2-Hydroxy-3-chloropenta-2,4-dienoate	C5H5ClO3	MNXM740380	cpd08208					
C11354	2-Hydroxy-cis-hex-2,4-dienoate	C6H8O3	MNXM1103979	cpd08209		1142		27647;28198	
C11355	4-Amino-4-deoxychorismate	C10H11NO5	MNXM1458	cpd08210	4adcho	18198;35181;58406	4-AMINO-4-DEOXYCHORISMATE	13425	
C11356	trans,trans,cis-Geranylgeranyl diphosphate	C20H36O7P2	MNXM1102546	cpd08211	CE5956;ttc_ggdp	10698;62639	CPD0-1028		
C11357	(-)-Anabasine	C10H14N2	MNXM7067	cpd03690;cpd19105		28986;74	CPD-12317		
C11358	D-(-)-Anaferine	C13H24N2O	MNXM169467	cpd08213		75			
C11359	(-)-Hygrine	C8H15NO	MNXM13448	cpd19106		92			
C11360	(+)-Nornicotine	C9H12N2	MNXM169450	cpd08215		37	CPD-22868		
C11361	N-Acetylleukotriene E4	C25H39NO6S	MNXM739034	cpd08216		7210			
C11362	BQ 485	C35H44N6O5	MNXM44654	cpd08217		2966			
C11363	Sulfobromophthalein	C20H10Br4O10S2	MNXM119898	cpd08218		47274;63832;63836			R-ALL-879541;R-ALL-879576
C11365	Irinotecan carboxylate	C33H39N4O7	MNXM47766	cpd08219		3284			
C11366	SN-38 carboxylate form	C22H21N2O6	MNXM82304	cpd08220		149481;8989			
C11367	GSH-prostaglandin A1	C30H49N3O10S	MNXM729769	cpd08221					
C11368	Grepafloxacin	C19H22FN3O3	MNXM55675	cpd08222		5543		13437	
C11369	Fluo-3	C36H30Cl2N2O13	MNXM53561	cpd08223		5107			
C11370	N-Ethylmaleimide-S-glutathione	C16H22N4O8S	MNXM63748	cpd08224		7270			
C11371	Nafenopin	C20H22O3	MNXM64110	cpd08225		77649			
C11372	ICI D1694	C21H22N4O6S	MNXM738344	cpd08226		5847			
C11373	Temocaprilat	C21H24N2O5S2	MNXM83559	cpd08227		9436			
C11374	GW1843	C27H24N4O6	MNXM734417	cpd08228			CPD-12510		
C11375	SN38 glucuronide carboxylate form	C28H29N2O12	MNXM82312	cpd08229		8991			
C11376	SN38 glucuronide	C28H28N2O11	MNXM7773	cpd08230		149482;8990	CPD0-2376	13445	
C11377	alpha-N-Acetylneuraminyl-2,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-glycoprotein	C25H41N2O19R	MNXM10680	cpd08231		10311			
C11378	Ubiquinone-10	C59H90O4	MNXM740811	cpd08232	q10	46245	UBIQUINONE-10	13447	R-ALL-73663
C11379	Cinchonidine	C19H22N2O	MNXM736638	cpd08233			CPD-9835		
C11380	Apocynin	C9H10O3	MNXM42425	cpd08234		2781			
C11381	Benzoyltropein	C15H19NO2	MNXM88214	cpd07734;cpd08235		3043;9755			
C11382	(+)-3-Carene	C10H16	MNXM5342	cpd08236		7	CPD-8756	13451	
C11383	(+)-(S)-Carvone	C10H14O	MNXM726789	cpd19107		15399	CPD-10037		
C11384	(S)-(-)-Citronellal	C10H18O	MNXM6560	cpd08238		368	CPD-7986		
C11385	Globotetraosylceramide	C45H79N2O23R	MNXM736486	cpd08239					
C11386	(-)-Citronellol	C10H20O	MNXM9503	cpd08240		88	CPD-7980		
C11387	(1S,4R)-(+)-Fenchone	C10H16O	MNXM164766	cpd06749;cpd08241		4999			
